asset_id,market_id,signal_time,label,target_side,wallet_count,source_trade_count,trade_count,trade_velocity,volume_total,volume_last_2s,volume_last_3s,volume_last_5s,volume_burst,burst_freshness,buy_volume,sell_volume,directional_pressure,price_start,price_end,price_acceleration,price_move_3s,pre_move_vs_window,accel_prev,accel_change,micro_consistency,direction_switches,stability,last_side,window_seconds
76417258898482706189262527120321725416858518109918669436059576362761733707706,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970597,1,SELL,1,1,1,0.1,59.7137,0,0,0,0.0,0.0,59.7137,0,1.0,0.9337266666666667,0.9337266666666667,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,BUY,10
98228617908565338253456562642843552452978606619830828803572398418911470199084,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970597,1,BUY,1,1,1,0.1,56.16027,0,0,56.16027,0.0,-1.0,56.16027,0,1.0,0.11117333333333333,0.11117333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,BUY,10
76417258898482706189262527120321725416858518109918669436059576362761733707706,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970599,1,SELL,1,1,3,0.3,179.3249,119.6112,119.6112,119.6112,0.667008318420922,0.0,119.3249,60.0,0.3308235498806914,0.9337266666666667,0.91,-0.023726666666666674,0.050000000000000044,1.0,0.0,0.050000000000000044,1.0,2,0.0,BUY,10
98228617908565338253456562642843552452978606619830828803572398418911470199084,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970603,1,SELL,1,1,2,0.2,112.27226999999999,0,0,0,0.0,0.0,112.27226999999999,0,1.0,0.11117333333333333,0.1,-0.011173333333333327,0.0,0.0,0.0,0.0,2.0,0,1.0,BUY,10
76417258898482706189262527120321725416858518109918669436059576362761733707706,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970605,1,SELL,1,1,3,0.3,179.6112,0,0,0,0.0,0.0,59.6112,120.0,-0.33621956759934796,0.86,0.87833,0.01833000000000007,0.0,0.0,0.0,0.0,1.0,2,0.0,SELL,10
76417258898482706189262527120321725416858518109918669436059576362761733707706,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970609,1,SELL,1,1,2,0.2,120.0,0,0,60.0,0.0,-0.5,0,120.0,-1.0,0.87833,0.87,-0.00833000000000006,0.0,0.0,0.0,0.0,2.0,0,1.0,SELL,10
98228617908565338253456562642843552452978606619830828803572398418911470199084,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970609,1,BUY,1,1,1,0.1,60.0,0,0,0,0.0,0.0,0,60.0,-1.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,SELL,10
98228617908565338253456562642843552452978606619830828803572398418911470199084,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970609,1,SELL,2,3,1,0.1,60.0,0,0,0,0.0,0.0,0,60.0,-1.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,SELL,10
76417258898482706189262527120321725416858518109918669436059576362761733707706,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970611,1,BUY,1,1,2,0.2,120.0,60.0,60.0,60.0,0.5,0.0,0,120.0,-1.0,0.87,0.86,-0.010000000000000009,0.0,0.0,0.0,0.0,2.0,0,1.0,SELL,10
98228617908565338253456562642843552452978606619830828803572398418911470199084,0x9faaa25d111609740c91f209db7a85c33dba6f25a9222825eb8f30d1dbef7b21,1774970613,1,BUY,1,1,5,0.5,203.24832,0,0,143.24832,0.0,-0.70479460789639,11.24832,192.0,-0.889314509463104,0.13,0.12,-0.010000000000000009,0.0,0.0,0.01999999999999999,-0.01999999999999999,2.0,2,0.5,SELL,10
